Time,V(NODE1),V(V2.nA),foo
0,0.13237929158302258,0,
5e-8,0.13237929158302258,0,
1e-7,0.13237929158302258,0,
1.5e-7,0.13237929158302258,0,
2e-7,0.13237929158302258,0,
2.5e-7,0.13237929158302258,0,
3e-7,0.13237929158302258,0,
3.5e-7,0.13237929158302258,0,
4e-7,0.13237929158302258,0,
4.5e-7,0.13237929158302258,0,
5e-7,0.13237929158302258,0,
5.5e-7,0.13237929158302258,0,
6e-7,0.13237929158302258,0,
6.5e-7,0.13237929158302258,0,
7e-7,0.13237929158302258,0,
7.5e-7,0.13237929158302258,0,
8e-7,0.13237929158302258,0,
8.5e-7,0.13237929158302258,0,
9e-7,0.13237929158302258,0,
9.5e-7,0.13237929158302258,0,
0.000001,0.13237929158302258,0,
0.00000105,0.13237929158302258,0,
0.0000011,0.13237929158302258,0,
0.00000115,0.13237929158302258,0,
0.0000012,0.13237929158302258,0,
0.00000125,0.13237929158302258,0,
0.0000013,0.13237929158302258,0,
0.00000135,0.13237929158302258,0,
0.0000014,0.13237929158302258,0,
0.00000145,0.13237929158302258,0,
0.0000015,0.13237929158302258,0,
0.00000155,0.13237929158302258,0,
0.0000016,0.13237929158302258,0,
0.00000165,0.13237929158302258,0,
0.0000017,0.13237929158302258,0,
0.00000175,0.13237929158302258,0,
0.0000018,0.13237929158302258,0,
0.00000185,0.13237929158302258,0,
0.0000019,0.13237929158302258,0,
0.00000195,0.13237929158302258,0,
0.000002,0.13237929158302258,0,
0.00000205,0.13237929158302258,0,
0.0000021,0.13237929158302258,0,
0.00000215,0.13237929158302258,0,
0.0000022,0.13237929158302258,0,
0.00000225,0.13237929158302258,0,
0.0000023,0.13237929158302258,0,
0.00000235,0.13237929158302258,0,
0.0000024,0.13237929158302258,0,
0.00000245,0.13237929158302258,0,
0.0000025,0.13237929158302258,0,
0.00000255,0.13237929158302258,0,
0.0000026,0.13237929158302258,0,
0.00000265,0.13237929158302258,0,
0.0000027,0.13237929158302258,0,
0.00000275,0.13237929158302258,0,
0.0000028,0.13237929158302258,0,
0.00000285,0.13237929158302258,0,
0.0000029,0.13237929158302258,0,
0.00000295,0.13237929158302258,0,
0.000003,0.13237929158302258,0,
0.00000305,0.13237929158302258,0,
0.0000031,0.13237929158302258,0,
0.00000315,0.13237929158302258,0,
0.0000032,0.13237929158302258,0,
0.00000325,0.13237929158302258,0,
0.0000033,0.13237929158302258,0,
0.00000335,0.13237929158302258,0,
0.0000034,0.13237929158302258,0,
0.00000345,0.13237929158302258,0,
0.0000035,0.13237929158302258,0,
0.00000355,0.13237929158302258,0,
0.0000036,0.13237929158302258,0,
0.00000365,0.13237929158302258,0,
0.0000037,0.13237929158302258,0,
0.00000375,0.13237929158302258,0,
0.0000038,0.13237929158302258,0,
0.00000385,0.13237929158302258,0,
0.0000039,0.13237929158302258,0,
0.00000395,0.13237929158302258,0,
0.000004,0.13237929158302258,0,
0.00000405,3.4939240869795722,5,
0.0000041,3.521982121167968,5,
0.00000415,3.5491760265080576,5,
0.0000042,3.5757153287966204,5,
0.00000425,3.601619192164163,5,
0.0000043,3.6269062238272665,5,
0.00000435,3.6515944149910915,5,
0.0000044,3.6757011625644322,5,
0.00000445,3.699243290204228,5,
0.0000045,3.722237068593159,5,
0.00000455,3.7446982349780376,5,
0.0000046,3.7666420119958555,5,
0.00000465,3.7880831258134156,5,
0.0000047,3.8090358236055404,5,
0.00000475,3.829513890395973,5,
0.0000048,3.849530665284217,5,
0.00000485,3.869099057080756,5,
0.0000049,3.8882315593722687,5,
0.00000495,3.9069402650377096,5,
0.000005,3.9252248325907484,5,
0.00000505,3.943121373041491,5,
0.0000051,3.960628139285224,5,
0.00000515,3.977755711829999,5,
0.0000052,3.9945143812140156,5,
0.00000525,4.010914114014028,5,
0.0000053,4.02696456388565,5,
0.00000535,4.042675082354053,5,
0.0000054,4.058054729213217,5,
0.00000545,4.0731122825476636,5,
0.0000055,4.0878562483906205,5,
0.00000555,4.102294870032047,5,
0.0000056,4.116436136989485,5,
0.00000565,4.130287793654187,5,
0.0000057,4.143857347624578,5,
0.00000575,4.157152077738607,5,
0.0000058,4.1701790418161515,5,
0.00000585,4.182945084122245,5,
0.0000059,4.195456842561448,5,
0.00000595,4.207720755613361,5,
0.000006,4.2197430690188815,5,
0.00000605,4.231529842226441,5,
0.0000061,4.243086954607141,5,
0.00000615,4.254420111447374,5,
0.0000062,4.26553484972716,5,
0.00000625,4.2764365436921885,5,
0.0000063,4.28713041022719,5,
0.00000635,4.297621514038025,5,
0.0000064,4.307914772649582,5,
0.00000645,4.3180149612263135,5,
0.0000065,4.327926717221991,5,
0.00000655,4.3376545448649875,5,
0.0000066,4.347202819485216,5,
0.00000665,4.3565757916885435,5,
0.0000067,4.365777591384352,5,
0.00000675,4.374812231671669,5,
0.0000068,4.383683612589087,5,
0.00000685,4.392395524733507,5,
0.0000069,4.400951652752549,5,
0.00000695,4.4093459618889925,5,
0.000007,4.417601635487243,5,
0.00000705,4.425712025066596,5,
0.0000071,4.433680351544141,5,
0.00000715,4.441509818661426,5,
0.0000072,4.449203543233563,5,
0.00000725,4.456764557364479,5,
0.0000073,4.464195811080552,5,
0.00000735,4.471500174877514,5,
0.0000074,4.478680442180366,5,
0.00000745,4.485739331719465,5,
0.0000075,4.492679489825823,5,
0.00000755,4.499503492648554,5,
0.0000076,4.506213848297298,5,
0.00000765,4.5128129989123416,5,
0.0000077,4.519303322665042,5,
0.00000775,4.525687135691081,5,
0.0000078,4.531966693958965,5,
0.00000785,4.538144195076099,5,
0.0000079,4.544221780034698,5,
0.00000795,4.55020153489965,5,
0.000008,4.556085492440471,5,
0.00000805,4.56187563370928,5,
0.0000081,4.567573889566787,5,
0.00000815,4.573182142158087,5,
0.0000082,4.578702226340091,5,
0.00000825,4.584135931062268,5,
0.0000083,4.589485000702382,5,
0.00000835,4.594751136358792,5,
0.0000084,4.599935997100868,5,
0.00000845,4.60504120117896,5,
0.0000085,4.61006832719538,5,
0.00000855,4.615018915237739,5,
0.0000086,4.619894467975947,5,
0.00000865,4.624696451724169,5,
0.0000087,4.629426297468926,5,
0.00000875,4.63408540186454,5,
0.0000088,4.638675128197029,5,
0.00000885,4.643196807317571,5,
0.0000089,4.647651738546552,5,
0.00000895,4.652041190549233,5,
0.000009,4.656366402183997,5,
0.00000905,4.660628583324122,5,
0.0000091,4.664828915653962,5,
0.00000915,4.668968553440437,5,
0.0000092,4.673048624280643,5,
0.00000925,4.677070229826402,5,
0.0000093,4.681034446486529,5,
0.00000935,4.684942326107558,5,
0.0000094,4.688794896633666,5,
0.00000945,4.692593162746463,5,
0.0000095,4.696338106485361,5,
0.00000955,4.700030687849118,5,
0.0000096,4.703671845379226,5,
0.00000965,4.70726249672572,5,
0.0000097,4.710803539195986,5,
0.00000975,4.714289591371021,5,
0.0000098,4.717734228767206,5,
0.00000985,4.72113192417318,5,
0.0000099,4.724483396690434,5,
0.00000995,4.727789448440021,5,
0.00001,4.731050865736366,5,
0.00001005,4.734268417968743,5,
0.0000101,4.737442858009149,5,
0.00001015,4.740574922631365,5,
0.0000102,4.743665332918158,5,
0.00001025,4.746714794656615,5,
0.0000103,4.749723998722015,5,
0.00001035,4.752693621450584,5,
0.0000104,4.755624325001498,5,
0.00001045,4.758516757708457,5,
0.0000105,4.761371554421183,5,
0.00001055,4.764189336837134,5,
0.0000106,4.766970713823757,5,
0.00001065,4.769716281731569,5,
0.0000107,4.772426624698354,5,
0.00001075,4.775102314944752,5,
0.0000108,4.777743913061505,5,
0.00001085,4.780351968288625,5,
0.0000109,4.7829270187867206,5,
0.00001095,4.7854695919007355,5,
0.000011,4.787980204416335,5,
0.00001105,4.790459362809142,5,
0.0000111,4.79290756348708,5,
0.00001115,4.79532529302599,5,
0.0000112,4.797713028398767,5,
0.00001125,4.800071237198179,5,
0.0000113,4.802400377853591,5,
0.00001135,4.804700899841744,5,
0.0000114,4.806973243891808,5,
0.00001145,4.809217842184851,5,
0.0000115,4.811435118547904,5,
0.00001155,4.813625488642787,5,
0.0000116,4.81578936014985,5,
0.00001165,4.817927132946787,5,
0.0000117,4.820039199282657,5,
0.00001175,4.822125943947272,5,
0.0000118,4.824187744436091,5,
0.00001185,4.826224971110729,5,
0.0000119,4.828237987355247,5,
0.00001195,4.830227149728332,5,
0.000012,0.20690244573760636,0,
0.00001205,0.15708087721177502,0,
0.0000121,0.14211357455792042,0,
0.00001215,0.13643982763957802,0,
0.0000122,0.1341137288790758,0,
0.00001225,0.13312659559711318,0,
0.0000123,0.13270178036626,0,
0.00001235,0.13251865755154416,0,
0.0000124,0.13243960925662848,0,
0.00001245,0.13240408983334695,0,
0.0000125,0.13238960319597587,0,
0.00001255,0.13238599289346328,0,
0.0000126,0.13238222266358904,0,
0.00001265,0.13238068481787704,0,
0.0000127,0.1323800576355148,0,
0.00001275,0.1323798018506214,0,
0.0000128,0.13237969753341539,0,
0.00001285,0.13237965498954452,0,
0.0000129,0.13237963763880234,0,
0.00001295,0.13237963056261842,0,
0.000013,0.1323796276767258,0,
0.00001305,0.1323796264997671,0,
0.0000131,0.13237962601976594,0,
0.00001315,0.13237962582400623,0,
0.0000132,0.1323796257441692,0,
0.00001325,0.13237962571160913,0,
0.0000133,0.1323796256983301,0,
0.00001335,0.13237962569291448,0,
0.0000134,0.1323796256907058,0,
0.00001345,0.13237962568980505,0,
0.0000135,0.13237962568943767,0,
0.00001355,0.13237962568928785,0,
0.0000136,0.13237962568922676,0,
0.00001365,0.13237962568920184,0,
0.0000137,0.13237962568919168,0,
0.00001375,0.13237962568918754,0,
0.0000138,0.13237962568918585,0,
0.00001385,0.13237962568918515,0,
0.0000139,0.13237962568918488,0,
0.00001395,0.13237962568918477,0,
0.000014,0.1323796256891847,0,
0.00001405,0.13237962568918468,0,
0.0000141,0.13237962568918468,0,
0.00001415,0.13237962568918468,0,
0.0000142,0.13237962568918468,0,
0.00001425,0.13237962568918468,0,
0.0000143,0.13237962568918468,0,
0.00001435,0.13237962568918468,0,
0.0000144,0.13237962568918468,0,
0.00001445,0.13237962568918468,0,
0.0000145,0.13237962568918468,0,
0.00001455,0.13237962568918468,0,
0.0000146,0.13237962568918468,0,
0.00001465,0.13237962568918468,0,
0.0000147,0.13237962568918468,0,
0.00001475,0.13237962568918468,0,
0.0000148,0.13237962568918468,0,
0.00001485,0.13237962568918468,0,
0.0000149,0.13237962568918468,0,
0.00001495,0.13237962568918468,0,
0.000015,0.13237962568918468,0,
0.00001505,0.13237962568918468,0,
0.0000151,0.13237962568918468,0,
0.00001515,0.13237962568918468,0,
0.0000152,0.13237962568918468,0,
0.00001525,0.13237962568918468,0,
0.0000153,0.13237962568918468,0,
0.00001535,0.13237962568918468,0,
0.0000154,0.13237962568918468,0,
0.00001545,0.13237962568918468,0,
0.0000155,0.13237962568918468,0,
0.00001555,0.13237962568918468,0,
0.0000156,0.13237962568918468,0,
0.00001565,0.13237962568918468,0,
0.0000157,0.13237962568918468,0,
0.00001575,0.13237962568918468,0,
0.0000158,0.13237962568918468,0,
0.00001585,0.13237962568918468,0,
0.0000159,0.13237962568918468,0,
0.00001595,0.13237962568918468,0,
0.000016,0.13237962568918468,0,
0.00001605,0.13237962568918468,0,
0.0000161,0.13237962568918468,0,
0.00001615,0.13237962568918468,0,
0.0000162,0.13237962568918468,0,
0.00001625,0.13237962568918468,0,
0.0000163,0.13237962568918468,0,
0.00001635,0.13237962568918468,0,
0.0000164,0.13237962568918468,0,
0.00001645,0.13237962568918468,0,
0.0000165,0.13237962568918468,0,
0.00001655,0.13237962568918468,0,
0.0000166,0.13237962568918468,0,
0.00001665,0.13237962568918468,0,
0.0000167,0.13237962568918468,0,
0.00001675,0.13237962568918468,0,
0.0000168,0.13237962568918468,0,
0.00001685,0.13237962568918468,0,
0.0000169,0.13237962568918468,0,
0.00001695,0.13237962568918468,0,
0.000017,0.13237962568918468,0,
0.00001705,0.13237962568918468,0,
0.0000171,0.13237962568918468,0,
0.00001715,0.13237962568918468,0,
0.0000172,0.13237962568918468,0,
0.00001725,0.13237962568918468,0,
0.0000173,0.13237962568918468,0,
0.00001735,0.13237962568918468,0,
0.0000174,0.13237962568918468,0,
0.00001745,0.13237962568918468,0,
0.0000175,0.13237962568918468,0,
0.00001755,0.13237962568918468,0,
0.0000176,0.13237962568918468,0,
0.00001765,0.13237962568918468,0,
0.0000177,0.13237962568918468,0,
0.00001775,0.13237962568918468,0,
0.0000178,0.13237962568918468,0,
0.00001785,0.13237962568918468,0,
0.0000179,0.13237962568918468,0,
0.00001795,0.13237962568918468,0,
0.000018,0.13237962568918468,0,
0.00001805,0.13237962568918468,0,
0.0000181,0.13237962568918468,0,
0.00001815,0.13237962568918468,0,
0.0000182,0.13237962568918468,0,
0.00001825,0.13237962568918468,0,
0.0000183,0.13237962568918468,0,
0.00001835,0.13237962568918468,0,
0.0000184,0.13237962568918468,0,
0.00001845,0.13237962568918468,0,
0.0000185,0.13237962568918468,0,
0.00001855,0.13237962568918468,0,
0.0000186,0.13237962568918468,0,
0.00001865,0.13237962568918468,0,
0.0000187,0.13237962568918468,0,
0.00001875,0.13237962568918468,0,
0.0000188,0.13237962568918468,0,
0.00001885,0.13237962568918468,0,
0.0000189,0.13237962568918468,0,
0.00001895,0.13237962568918468,0,
0.000019,0.13237962568918468,0,
0.00001905,0.13237962568918468,0,
0.0000191,0.13237962568918468,0,
0.00001915,0.13237962568918468,0,
0.0000192,0.13237962568918468,0,
0.00001925,0.13237962568918468,0,
0.0000193,0.13237962568918468,0,
0.00001935,0.13237962568918468,0,
0.0000194,0.13237962568918468,0,
0.00001945,0.13237962568918468,0,
0.0000195,0.13237962568918468,0,
0.00001955,0.13237962568918468,0,
0.0000196,0.13237962568918468,0,
0.00001965,0.13237962568918468,0,
0.0000197,0.13237962568918468,0,
0.00001975,0.13237962568918468,0,
0.0000198,0.13237962568918468,0,
0.00001985,0.13237962568918468,0,
0.0000199,0.13237962568918468,0,
0.00001995,0.13237962568918468,0,
0.00002,3.493926044382974,5,
0.00002005,3.5219840130715863,5,
0.0000201,3.5491778727168932,5,
0.00002015,3.5757171306804416,5,
0.0000202,3.6016209510234924,5,
0.00002025,3.626907940919481,5,
0.0000203,3.6515960915319847,5,
0.00002035,3.675702799729686,5,
0.0000204,3.699244889130832,5,
0.00002045,3.7222386303807795,5,
0.0000205,3.744699760690335,5,
0.00002055,3.7666435026617533,5,
0.0000206,3.7880845824283265,5,
0.00002065,3.8090372471325433,5,
0.0000207,3.829515281766949,5,
0.00002075,3.8495320254009453,5,
0.0000208,3.8691003868159672,5,
0.00002085,3.888232859570663,5,
0.0000209,3.9069415365169333,5,
0.00002095,3.9252260761795528,5,
0.000021,3.943122589467023,5,
0.00002105,3.960629329289395,5,
0.0000211,3.9777568761314375,5,
0.00002115,3.994515520508682,5,
0.0000212,4.010915228975998,5,
0.00002125,4.026965655167868,5,
0.0000213,4.042676150589061,5,
0.00002135,4.058055775013858,5,
0.0000214,4.0731133065077545,5,
0.00002145,4.087857251085605,5,
0.0000215,4.102295852019626,5,
0.00002155,4.116437098810217,5,
0.0000216,4.130288735832076,5,
0.00002165,4.143858270667634,5,
0.0000217,4.157152982139385,5,
0.00002175,4.1701799280522795,5,
0.0000218,4.182945952656923,5,
0.00002185,4.195457693843935,5,
0.0000219,4.207721590079446,5,
0.00002195,4.219743887091328,5,
0.000022,4.231530644315426,5,
0.00002205,4.243087741110678,5,
0.0000221,4.254420882751709,5,
0.00002215,4.265535606207168,5,
0.0000222,4.276437285711747,5,
0.00002225,4.287131138139542,5,
0.0000223,4.297622228186129,5,
0.00002235,4.3079154733664495,5,
0.0000224,4.318015648835335,5,
0.00002245,4.327927392037244,5,
0.0000225,4.33765520719155,5,
0.00002255,4.34720346961945,5,
0.0000226,4.356576429918379,5,
0.00002265,4.365778217989559,5,
0.0000227,4.3748128469241205,5,
0.00002275,4.3836842167530135,5,
0.0000228,4.392396118065737,5,
0.00002285,4.400952235502747,5,
0.0000229,4.409346534328527,5,
0.00002295,4.417602197822186,5,
0.000023,4.425712577526207,5,
0.00002305,4.4336808943516965,5,
0.0000231,4.441510352034098,5,
0.00002315,4.4492040673826105,5,
0.0000232,4.456765072495431,5,
0.00002325,4.464196317393385,5,
0.0000233,4.4715006725668225,5,
0.00002335,4.478680931435531,5,
0.0000234,4.485739812724817,5,
0.00002345,4.49267996276079,5,
0.0000235,4.499503957687818,5,
0.00002355,4.506214305610936,5,
0.0000236,4.512813448665966,5,
0.00002365,4.519303765019938,5,
0.0000237,4.525687570804333,5,
0.00002375,4.531967121983586,5,
0.0000238,4.538144616161154,5,
0.00002385,4.544222194325417,5,
0.0000239,4.550201942537547,5,
0.00002395,4.556085893563449,5,
0.000024,4.561876028451745,5,